,Feed Flow to DB,Reboiler o/l Temp,Column top Temp,Reboiling steam flow,Reflux flow,Column Top pressure,Column bottom temp,Control tay temp,C4H6 in DB bottom,C4H8 in DB bottom
Date /Time ,1145FIC1101,1150TI1107,1150TI1202,1150FIC1101,1150FIC1202,1150PIC1101,1150TI1105,1150TIC1101,1150AI14011F,1150AI14011G
,TPH,øC,øC,TPH,TPH,kg/cmýg,øC,øC,Wt%,Wt%
2023-04-18 04:00:00.000,79.02026269,36.70314178,106.1326133,20.11990648,91.26314939,3.994170994,105.7656487,75.37635927,0.079800829,0.034205664
2023-04-18 05:00:00.000,79.11318145,36.25800773,106.160099,20.03846344,91.29508887,4.002632506,105.7985405,75.53665523,0.079800829,0.034205664
2023-04-18 06:00:00.000,78.23559342,35.75945962,106.0106726,19.97320159,91.26545939,3.998007039,105.6146123,75.42498537,0.079800829,0.034205664
2023-04-18 07:00:00.000,81.2085113,35.41668024,105.9324508,20.27504112,91.28813907,4.000145709,105.5866211,75.3117963,0.079800829,0.034205664
2023-04-18 08:00:00.000,81.01566263,35.08347035,106.081075,20.10367418,91.30561145,3.997992944,105.7463795,75.85550395,0.079800829,0.034205664
2023-04-18 09:00:00.000,86.74650592,34.81901058,106.0838175,20.24200698,91.25495746,4.032800925,105.8361655,75.25937386,0.079800829,0.034205664
2023-04-18 10:00:00.000,85.44326849,35.58829563,106.0453146,20.42096189,91.32051751,4.032110613,105.8410562,75.29640135,0.079800829,0.034205664
2023-04-18 11:00:00.000,87.15144039,36.42237606,106.0997041,20.82757784,91.25639561,4.056334484,105.9595318,75.19770327,0.079800829,0.034205664
2023-04-18 12:00:00.000,84.10912256,37.02964257,106.1577453,20.37051685,91.40604253,4.029802234,105.9200684,76.04869882,0.079800829,0.034205664
2023-04-18 13:00:00.000,90.67204452,37.93435804,106.3679696,20.95917251,91.14700691,4.066125768,106.1980821,75.06631681,0.079800829,0.034205664
2023-04-18 14:00:00.000,82.33030886,39.89058867,106.054376,19.97017048,91.45856155,3.981833708,105.7595209,75.68244885,0.079800829,0.034205664
2023-04-18 15:00:00.000,83.65103355,41.65488166,106.2447259,20.28540209,91.28562845,4.003924691,105.942832,75.61432767,0.079800829,0.034205664
2023-04-18 16:00:00.000,85.98249676,42.22210001,106.4886659,20.84710507,91.24666951,4.020957794,106.2058867,74.54627168,0.079800829,0.034205664
2023-04-18 17:00:00.000,84.53608518,33.29340609,107.4241429,21.08753104,91.28825871,4.040655126,107.0756369,76.11719592,0.079800829,0.034205664
2023-04-18 18:00:00.000,85.6736985,33.92415695,107.1692572,19.98143877,91.30712345,4.033497366,106.8939973,76.54284855,0.079800829,0.034205664
2023-04-18 19:00:00.000,85.90016889,35.32791932,106.8878751,19.82188965,91.29241376,4.044998014,106.5910481,75.10702827,0.079800829,0.034205664
2023-04-18 20:00:00.000,86.05670106,36.20279625,106.9511733,19.98027474,91.34124577,4.010140984,106.6583392,75.46019315,0.079800829,0.034205664
2023-04-18 21:00:00.000,84.78238611,36.74791087,106.7458648,19.95456946,91.33656699,3.973018964,106.4637424,75.82662262,0.079800829,0.034205664
2023-04-18 22:00:00.000,84.23472569,37.01585138,106.042237,19.82223269,91.26393318,3.936195034,105.7429611,75.12861013,0.079800829,0.034205664
2023-04-18 23:00:00.000,84.25635826,36.95390432,106.2330481,19.82414686,91.33098541,3.951438603,105.9969921,75.62810814,0.079800829,0.034205664
2023-04-19 00:00:00.000,84.17893144,36.68723238,106.1766811,20.0378792,91.25652517,3.987381461,105.9354368,75.23437404,0.079800829,0.034205664
2023-04-19 01:00:00.000,85.83552011,36.28028425,106.0672261,20.33817534,91.26816035,4.004653665,105.7811058,74.90419792,0.079800829,0.034205664
2023-04-19 02:00:00.000,85.40650798,35.9300617,106.2259703,20.61921537,91.33311248,4.007722133,105.9714672,75.73052445,0.079800829,0.034205664
2023-04-19 03:00:00.000,83.19063815,35.58415545,106.1930268,20.49666836,91.29039923,4.001648309,105.9014432,75.65134177,0.079800829,0.034205664
2023-04-19 04:00:00.000,84.01102458,35.2134635,106.1263439,20.63898758,91.29320819,4.002229209,105.8379478,75.29706787,0.079800829,0.034205664
2023-04-19 05:00:00.000,82.92971806,34.4332252,106.1692209,20.49229582,91.33832656,3.982764773,105.8727711,75.5084419,0.079800829,0.034205664
2023-04-19 06:00:00.000,83.1276942,33.44990783,106.226432,20.45235998,91.28429665,3.983011778,105.9354547,75.87445273,0.079800829,0.034205664
2023-04-19 07:00:00.000,82.24973057,32.64089466,106.3963144,20.43414877,91.2782928,4.010213291,106.0484844,75.06509197,0.079800829,0.034205664
2023-04-19 08:00:00.000,84.39567352,32.25663058,106.5778823,20.58102852,91.32571485,4.0116981,106.2966359,75.89202625,0.079800829,0.034205664
2023-04-19 09:00:00.000,83.40102499,32.3405431,106.6552742,20.46777156,91.27576201,4.001924996,106.3536246,75.32208899,0.079800829,0.034205664
2023-04-19 10:00:00.000,83.25660906,33.01799078,106.8851054,20.51794138,91.32536446,4.000208,106.5875113,75.48320555,0.079800829,0.034205664
2023-04-19 11:00:00.000,83.57103162,33.80464488,107.1713477,20.76396753,91.30728932,4.010678858,106.8553753,75.31428339,0.079800829,0.034205664
2023-04-19 12:00:00.000,84.1373916,34.63910906,107.2350377,20.75636383,91.30598191,4.011806552,106.9217862,75.35683983,0.079800829,0.034205664
2023-04-19 13:00:00.000,84.96173375,35.57846573,107.1169891,20.82987026,91.29301937,4.014146604,106.8138421,75.62827822,0.079800829,0.034205664
2023-04-19 14:00:00.000,85.81865266,37.12510953,107.0127016,20.85915331,91.29046372,4.024649252,106.7288303,75.65429732,0.079800829,0.034205664
2023-04-19 15:00:00.000,86.08822628,39.31359849,106.9791301,20.34794085,91.30860494,4.02162728,106.7051502,75.97801509,0.079800829,0.034205664
2023-04-19 16:00:00.000,86.11975466,40.23960294,106.8871082,20.27511197,91.29391066,4.030555889,106.655436,74.98470453,0.079800829,0.034205664
2023-04-19 17:00:00.000,85.29130739,40.4176205,106.8492205,20.06309754,91.31486533,4.004426057,106.5687445,76.14365516,0.079800829,0.034205664
2023-04-19 18:00:00.000,85.96395865,39.85464454,106.8269489,20.34462013,91.24343239,4.027352391,106.5302364,74.83208832,0.079800829,0.034205664
2023-04-19 19:00:00.000,84.29818011,38.82856117,107.1866943,20.30100806,91.33519457,3.996338598,106.8628132,75.75526009,0.079800829,0.034205664
2023-04-19 20:00:00.000,84.47574792,37.95544171,107.4135979,20.30920164,91.28762469,3.966767112,107.0925021,75.48904129,0.079800829,0.034205664
2023-04-19 21:00:00.000,83.34178232,36.96864187,107.9314196,20.7433016,91.26702148,3.977238654,107.56158,74.82094763,0.079800829,0.034205664
2023-04-19 22:00:00.000,82.62193897,36.12965925,108.2652838,20.62793348,91.32559985,3.966127901,107.852939,75.70708348,0.079800829,0.034205664
2023-04-19 23:00:00.000,84.43854649,35.37776564,108.5241653,20.76568933,91.28964793,3.995314087,108.1811387,75.59672096,0.079800829,0.034205664
2023-04-20 00:00:00.000,86.24885116,34.834078,108.4026971,20.98949259,91.30040448,3.985643634,108.0919095,75.3781101,0.079800829,0.034205664
2023-04-20 01:00:00.000,83.86294884,34.40082424,108.0930276,20.54041266,91.33789701,3.964866364,107.7461817,75.83816385,0.079800829,0.034205664
2023-04-20 02:00:00.000,84.07805813,33.83113481,107.6087378,20.59405536,91.26788097,3.985337481,107.2924472,75.371697,0.079800829,0.034205664
2023-04-20 03:00:00.000,84.68244599,33.20974006,107.186816,20.66968644,91.32357829,3.997624684,106.8784084,75.52356266,0.079800829,0.034205664
2023-04-20 04:00:00.000,84.74115058,32.69895657,106.6279744,20.37471645,91.27709492,3.996500755,106.3636797,75.82722011,0.079800829,0.034205664
2023-04-20 05:00:00.000,84.54003234,32.15421751,106.1855463,20.29697814,91.29750037,3.990747725,105.9304977,75.37800937,0.079800829,0.034205664
2023-04-20 06:00:00.000,84.41400178,31.69922858,106.1493435,20.30911538,91.33141459,3.99758674,105.8685585,75.7660881,0.079800829,0.034205664
2023-04-20 07:00:00.000,84.95753125,31.44794397,106.0633909,20.20200485,91.28475868,4.004340739,105.7968001,75.76895398,0.079800829,0.034205664
2023-04-20 08:00:00.000,84.91372927,31.2930314,105.8373301,20.26143758,91.2406696,4.00566953,105.5344274,74.86154823,0.079800829,0.034205664
2023-04-20 09:00:00.000,87.18234272,31.41954892,105.9178227,20.48975129,91.31066991,3.997442929,105.6803883,75.58451636,0.079800829,0.034205664
2023-04-20 10:00:00.000,84.10949248,32.1637202,105.8577344,20.19175728,91.32494502,4.007568936,105.5735861,75.75962849,0.079800829,0.034205664
2023-04-20 11:00:00.000,83.96673694,32.81308624,105.923505,19.95647971,91.32306422,4.022288845,105.6448389,75.576084,0.079800829,0.034205664
2023-04-20 12:00:00.000,84.59421414,33.16246816,105.9633083,20.27242598,91.2902951,4.014038309,105.6874427,75.25617256,0.079800829,0.034205664
2023-04-20 13:00:00.000,85.20604636,33.96873549,105.9731627,20.17321652,91.32591553,3.994989572,105.7004394,75.70776055,0.079800829,0.034205664
2023-04-20 14:00:00.000,85.52118215,35.47359545,106.4544227,20.11439509,91.29435011,4.013756537,106.1962388,75.39768742,0.079800829,0.034205664
2023-04-20 15:00:00.000,86.60503902,36.97446339,106.4007953,20.09323326,91.2795321,4.012740121,106.185866,75.5245847,0.079800002,0.034200002
2023-04-20 16:00:00.000,85.47878017,37.72729672,106.3590857,20.06780067,91.36521113,4.014521553,106.1250556,75.32563309,0.079800002,0.034200002
2023-04-20 17:00:00.000,87.75344403,38.32592968,106.4622076,20.54974815,91.27556142,4.010410106,106.3247732,75.6685851,0.079800002,0.034200002
2023-04-20 18:00:00.000,86.02718735,38.58642929,105.9470598,20.441,91.2828605,3.982826229,105.7304798,75.21935337,0.079800002,0.034200002
2023-04-20 19:00:00.000,85.09793682,38.59380715,105.904199,20.47700703,91.33248149,3.971737998,105.6562612,75.77160069,0.079800002,0.034200002
